idx,question,category,true_answer,model_answer,accuracy,confidence
106651,'Evans or Reno',"""JAN""UARY",Janet,Who is Janet Reno?,1,0.9
143339,'Wearing this kind of beard would turn a nanny into a billy',FACIAL HAIR,Goatee,What is a goatee?,1,0.9
155268,"'First & last name of the ""Garden of Earthly Delights"" painter; he took the name from the town of 'S Hertogenbosch'",WHAT'S IN AN ARTIST'S NAME?,Hieronymus Bosch,Who is Hieronymus Bosch?,1,1.0
21748,"'Fold a cloth into a triangle, gently slip the widest part under the arm, tie the ends around the neck'",HOW DO YOU...,make a sling,"What is ""How do you wear a bib (or napkin)?""",0,1.0
95900,"'...in French, if you remember this French word for ""friend""'","YOU GET AN ""A""",ami,"What is ""ami""?",1,1.0
195617,'Hemophilia is a hereditary condition in which this coagulates extremely slowly',MEDICINE,Blood,What is blood?,1,1.0
82814,'A howitzer that fires a list of all the saints acknowledged by the Church',THE HOMOPHONICS GAME,a canon cannon,What is a cannon canon?,1,1.0
187249,'A woman pilot',"""TRIX"" OF THE TRADE",aviatrix,"What is a ""aviatrix""?",1,0.99
126797,'This Latino comedian stars as an assembly line work in his eponymous sitcom',SITCOMS,George Lopez,Who is George Lopez?,1,1.0
50810,'The second-most reported cause of occupational injury is from this pollution caused by jackhammers & music',POLLUTION,sound pollution (or noise pollution),What is noise pollution?,1,1.0
947,"'""Soul Train"" premiered in this decade'",ALL ABOARD THE SOUL TRAIN,1970s,What is the 1970s?,1,1.0
215790,'The remarkable elasticity of yew led to this new weapon that made history at a 1346 battle',WOOD,the longbow,What is the longbow?,1,1.0
206986,"'By definition, a ""VTOL"" plane can take off and land in this direction'",AVIATION,vertically,What is a vertical direction?,1,1.0
181633,"'""Firefly"" is a compound word, & so is this term for a wingless firefly'",COMPOUND WORDS,glowworm,"What is ""glowworm""?",1,0.9
117670,"'1954<br /> Imelda Romualdez, after she won a national beauty contest'",I THEE WED,(Ferdinand) Marcos,What is the year when Imelda Romualdez won a national beauty contest and got married in 1954?,0,0.9
194105,"'Its name tells you that it's ""Genuine Draft beer""'",DRAFT PICKS,Miller,What is Miller Genuine Draft?,1,0.9
50542,"'In 1480, Lucrezia Borgia was born in what is now this capital'",CAPITAL PUNISHMENT,Rome,What is Rome?,1,0.75
197526,"'According to Ben Franklin, death & this were life's only certainties'","""T""s ME, ALEX",taxes,What is taxes?,1,0.9
54908,'1970s sitcom bigot on whom the colonists fought an important Revolutionary War battle',BEFORE & AFTER,Archie Bunker Hill,Who is Archie Bunker Hill?,1,0.99
129601,'A song & a dance were named for this lady who swam the channel in 1926 & passed away at age 98 in 2003',THE ENGLISH CHANNEL,Gertrude Ederle,Who is Gertrude Ederle?,1,0.9
40560,'Your daughter is getting married!  Hoping 1611 will be wonderful for this guy & our love to Miranda & Ferdinand!',JEOPMARK CARDS FOR LITERARY CHARACTERS,Prospero,"Who is Prospero from ""The Tempest"" by William Shakespeare?",1,1.0
61921,"'Our robes of this looped fabric are of course from Turkish cotton; if you take one, we'll be forced to prosecute'",WELCOME TO OUR FINE HOTEL,terrycloth,What is terry cloth?,1,0.9
3553,"'This rapper won a 2000 MTV award for Best Male Video for ""The Real Slim Shady""'",POP MUSIC,Eminem,Who is Eminem?,1,1.0
146844,"'Christian,<br />Evangelist,<br />Mr. Worldly Wiseman'",BRITISH NOVELS BY CHARACTERS,Pilgrim\'s Progress,"What is ""Pilgrim's Progress"" by John Bunyan?",1,0.9
52555,"'""I'm sure that in 1985, plutonium is available in every corner drugstore, but in 1955 it's a little hard to come by""'",MOVIES BY QUOTE,Back to the Future,What is Back to the Future?,1,1.0
63298,"'Harsh or desolate, or the last name of Iron Man'","""STAR"" TREK",Stark,What is Stark?,1,1.0
121777,"'As Hugh Grant's date, she made news at the ""Four Weddings and a Funeral"" premiere in a safety-pinned Versace'",10,Elizabeth Hurley,Who is Elizabeth Hurley?,1,0.9
148568,"'In books by C.S. Lewis, Aslan, one of these animals, created the world of Narnia'",FICTIONAL CHARACTERS,Lion,What is a lion?,1,0.9999
98924,'Who could forget Demi Moore as Hester Prynne in this 1995 film?',FILMS OF THE '90s,The Scarlet Letter,"What is ""The Scarlet Letter""?",1,0.95
111069,'He presided over the Senate in the first Congress',AMERICANA,John Adams,Who is John Adams?,1,0.5
167537,"'Kraft is using the song ""New York, New York"" in commercials for this brand of cream cheese'",TELEVISION ODDITIES,Philadelphia brand cream cheese,What is Philadelphia Cream Cheese?,1,0.9
153384,"'In Sanskrit this sppedy animal's name was Chitraka, meaning ""speckled""'",ANIMAL NAME ORIGINS,Cheetah,What is a cheetah?,1,0.9
68078,"'(<a href=""http://www.j-archive.com/media/2005-04-07_J_12.jpg"" target=""_blank"">I'm Jeff Probst in Panama.</a>)  He was the U.S. president when the Panama Canal officially opened in 1914'",PANAMANIA,Woodrow Wilson,Who is Woodrow Wilson?,1,0.9
164554,"'I wrote a book about serving Kublai Khan, but if I hear one more kid scream my name playing in a pool, I'm gonna lose it!'",HISTORIC FIGURES SPEAK,Marco Polo,Who is Marco Polo?,1,0.9
90310,'William Henry Harrison's VP; he was the 1st to replace a president who'd died in office',VICE-PRESIDENTS,John Tyler,Who is John Tyler?,1,0.95
154771,"'""The Home of the Dragon Lizard""'",ISLAND NICKNAMES,Komodo,What is Komodo Island?,1,0.9
166144,"'(<a href=""http://www.j-archive.com/media/2010-12-08_DJ_24.wmv"">Kelly of the Clue Crew presents the clue from Molokai.</a>) High-temperature, forced-air treatment is used to kill any insect larvae in fruits as part of this, also a term for isolating contagious humans'",HAWAIIAN AGRICULTURE,quarantine,What is quarantine?,1,0.95
7832,"'Steven Wright joked, ""I put instant coffee in"" this type of ""oven and nearly went back in time""'",YOU MUST BE JOKING,Microwave,What is a microwave oven?,1,0.9
188477,'The M26 Pershing & the M4 Sherman are types of this war vehicle',YOUR WEAPON OF CHOICE,a tank,What is a tank?,1,1.0
194913,'This variety of lime grown only in Southern Florida is best known as an ingredient in a certain pie',FRUITS & VEGETABLES,a key lime,What is a key lime?,1,0.8
79774,"'His first operetta was 1894's ""Prince Ananias""; dozens more would follow, including ""Babes in Toyland""'",HAIL TO THE VICTORS,Herbert,Who is Victor Herbert?,1,1.0
101859,'Overly awed & fascinated in the presence of celebrities',"TRY ""STAR""",starstruck,"What is ""starstruck""?",1,1.0
47330,"'This choreographer who left Russia in 1924 married 4 of his ballerinas, including Maria Tallchief'",THE RUSSIANS ARE COMING!,George Balanchine,Who is George Balanchine?,1,1.0
89632,"'(<a href=""http://www.j-archive.com/media/2007-05-10_DJ_22.jpg"" target=""_blank"">Jimmy of the Clue Crew presents from UC Santa Cruz.</a>)  The network it uses to capture food gives this marine creature, with genus name Gorgonocephalus, after mythical creatures with <a href=""http://www.j-archive.com/media/2007-05-10_DJ_22a.jpg"" target=""_blank"">these</a> for hair'",GENUS NAMES,snakes,What is Medusa?,0,1.0
184552,"'His ""Higher Love"" won him the 1986 Record of the Year Grammy'",STEVE WIN,(Steve) Winwood,Who is Steve Winwood?,1,0.95
106484,"'Once popular, Thomas Moore is remembered for burning the memoirs of this famed poet who died in Greece'",POPULAR POETS,Lord Byron,Who is Lord Byron?,1,0.95
183074,"'Thomas Carlyle described this British capital as a ""monstrous tuberosity of civilized life""'",CITY QUOTES,London,What is London?,1,0.95
213574,"'Oliver Goldsmith thrashed a publisher whose paper attacked this, his last play'",PLAYWRIGHTS,She Stoops to Conquer,"What is ""She Stoops to Conquer""?",1,0.9
129299,"'It's a road around a town, or an operation to reroute blood'","""B""EAUTIFUL",bypass,"What is a ""bypass""?",1,0.95
160589,"'(<a href=""http://www.j-archive.com/media/2006-12-18_J_15.jpg"" target=""_blank"">Here's Tori Spelling with the clue...</a>)<br />My dad Aaron Spelling was the Executive Producer of 2 shows starring Shannen Doherty--""90210"" & this one about 3 witches'",A SPELLING CATEGORY,Charmed,"What is ""Charmed""?",1,1.0
96584,'A friendly ghost of a young woman haunts the current governor's mansion in this Virginia city',THIS OLD HAUNTED HOUSE,Richmond,What is Richmond?,1,0.8
19861,"'""Purple People Eater"" introduced this young star who played Kevin Spacey's daughter in ""American Beauty""'",FEATURE FILM DEBUTS,Thora Birch,Who is Thora Birch?,1,1.0
135598,"'Exposure counter,<br />pentaprism,<br />take-up spool'",PARTS OF A WHOLE,a camera,What are the parts of a camera?,1,1.0
196029,"'Steadfast, or unchanging, like a patient's condition'",HORSEY WORDS,Stable,"What is ""stable""?",1,0.95
128552,'The boulevard dividing Montreal East from West shares this name with Montreal's river',WELCOME TO MONTREAL,St. Lawrence,"What is the name of Boulevard that divides Montreal East from West and shares the name with Montreal's river? 

The correct response is: What is the Saint Lawrence Boulevard (Boulevard Saint-Laurent)?",1,0.9
209566,"'(<a href=""http://www.j-archive.com/media/2008-09-22_DJ_26.jpg"" target=""_blank"">Jon of the Clue Crew presents from Trek Bicycle Corporation in Waterloo, WI.</a>)  In 1997, Trek Bikes signed <a href=""http://www.j-archive.com/media/2008-09-22_DJ_26a.jpg"" target=""_blank"">this</a> former world champion; he was an unknown quantity at the time due to his cancer diagnosis the year before'",RACING BIKES,Lance Armstrong,Who is Lance Armstrong?,1,0.95
149899,"'A pompous person is one of these, which sounds like it was made by a tailor moonlighting as a taxidermist'",FASHION STATEMENTS,Stuffed shirt,What is a stuffed shirt?,1,0.95
32257,"'Most everybody was invited to join this post-WWI club founded in 1919, but the U.S. turned down a membership'",COUNTRY CLUBS,the League of Nations,What is the League of Nations Club?,1,0.95
179321,"'Gene Kelly's dance with Jerry the Mouse inspired her song-&-dance with MC Skat Cat in her ""Opposites Attract"" video'",THEY DANCE RINGS AROUND YOU!,Paula Abdul,Who is Paula Abdul?,1,0.9
178651,'It's generally held to be true and is often referred to as a basic',PALINDROMES,tenet,What is a level?,0,0.9
37407,"'Since the 18th C., brewers have used this device to measure the alcoholic, not water, content of their booze'",CHEMISTRY,hydrometer,What is a hydrometer?,1,0.95
126007,'An association of at least 2 people joined by a contract in a business',"""P-S-P""",a partnership,What is a partnership?,1,1.0
202917,'A.F.B.',GEO. ABBREV.,Air Force Base,"What does 'AFB' stand for in geography? 

The answer is: Air Force Base.",1,0.8
185235,"'Tedium, or wearisome lack of variety'",-O-O-O,monotony,What is monotony?,1,1.0
81759,'The Beagle Brigade of this cabinet department helps keep banned fruits & vegetables out of the U.S.',BEAGLEMANIA,the Department of Agriculture,What is the Department of Agriculture?,1,0.9
49873,"'Spookyworld, a scary theme park in Berlin, Massachusetts, is only open this one full month'",THEME PARK FUN,October,What is October?,1,1.0
205608,'This famous trick question is the title of C-SPAN's book on presidential gravesites',GRAVE MATTERS,"""Who is buried in Grant\'s tomb?""","What is ""Where Are the Presidents Buried?""",0,1.0
157168,"'The name of this leader of a Jewish congregation is from the Hebrew for ""my master""'",WORD ORIGINS,rabbi,What is a Rabbi?,1,0.95
124763,"'Jules Winnfield,<br />Butch Coolidge,<br />""The Wolf""'",CHARACTERS IN MOVIES,Pulp Fiction,"Who are characters in the movie ""Pulp Fiction""?",1,1.0
9883,'The church funds worldwide good works by this contribution of 10% of members' incomes',THE SEVENTH-DAY ADVENTISTS,a tithe,What is tithe?,1,1.0
124727,"'Bob said this guy was going to name ""2 mil. Communists, he just got his hands on the Moscow telephone directory""'",THE AUDACITY OF BOB HOPE,Senator McCarthy,Who is Senator Joseph McCarthy?,1,0.95
119795,'William Thackeray',AUTHORS' MIDDLE NAMES,Makepeace,What is Makepeace?,1,1.0
38417,"'After emerald, this blue-green gem is the most highly prized of the beryls'",GEMS,aquamarine,What is aquamarine?,1,0.9
82729,"'Its May 18, 1980 eruption was the first in the lower 48 states since California's Lassen Peak in 1921'",VOLCANOES,Mount Saint Helens,What is Mount St. Helens?,1,1.0
12656,"'""Museita's Waltz"" is a highlight of this composer's 1896 opera ""La boheme""'",POTPOURRI,Giacomo Puccini,Who is Giacomo Puccini?,1,1.0
156310,"'A 1937 riding accident left this ""Anything Goes"" composer permanently disabled'",FAMOUS NAMES,Cole Porter,Who is Cole Porter?,1,0.9
216638,"'Clint Eastwood directed & starred in this 2000 film that could have been called ""Grumpy Old Astronauts""'",ACTORS & THEIR FILMS,Space Cowboys,"What is ""Space Cowboys""?",1,0.99
171696,"'Louis Armstrong's mentor, this jazz ""King"" was ruined by dental trouble & died while working as a poolroom marker'",JAZZ,"""King"" Oliver","Who is Joe ""King"" Oliver?",1,1.0
88267,'In November 2009 President Obama hosted a town hall meeting with students live from this Chinese city',REMEMBER 2009?,Shanghai,What is Shanghai?,1,0.9
178187,"'The only president who never married, he was also the only president born in Pennsylvania'",PRESIDENTIAL TRIVIA,James Buchanan,Who is James Buchanan?,1,1.0
118936,"'It completes the old maxim ""Speech is silvern...""'",FAMILIAR PHRASES,silence is golden,"What is ""silence is golden""?",1,1.0
216582,'Delicious apples come in these 2 color varieties',FOOD,red & golden,What are red and green?,0,1.0
25206,'This kind of fruit is a Bronx cheer',SLANG,raspberry,What is a raspberry?,1,0.95
90846,'The farm designated this president's national historic site is at 97 Taneytown Road',GETTYSBURG ADDRESSES,Dwight D. Eisenhower,Who is Abraham Lincoln?,0,1.0
90778,"'In the 1997-98 school year 365,000 students were subjected to this corporal punishment still legal in 23 states'",BITS & PIECES,paddling/spanking,What is spanking?,1,0.95
150361,"'Saponification is the making of this, an anagram of ""sapo""'",LEFTOVERS,soap,What is soap?,1,0.9
53939,"'This ""colorful"" Southern gravy is made from ham drippings, hot coffee & water'",KISS MY GRITS!,redeye gravy,What is red-eye gravy?,1,0.9
69488,'The Taliban has been Talibanned from this landlocked country where it used to rule',LANDLOCKED COUNTRIES,Afghanistan,What is Afghanistan?,1,1.0
197866,"'Tall East Indian timber tree with durable, hard wood'",WEAK RHYMES,the teak,What is Sal tree?,0,0.95
93959,'The ancient Greeks used these birds to carry news of the Olympic Games',BIRDS,Pigeons,What are pigeons?,1,0.9
153439,'Since 1989 this society has sponsored an annual bee that tests kids on their knowledge of the Earth',QUIZILLA,The National Geographic Society,What is the National Geographic Society Bee?,1,0.95
134890,"'According to the cliche, ""That's just"" this part ""of the iceberg""'",3-LETTER WORDS,tip,"What is ""tip""?",1,0.95
192578,"'After the U.S. government declined to buy this estate & tomb, a ladies association bought it for $200,000 in 1858'",FAMOUS ESTATES,Mount Vernon,What is Mount Vernon?,1,0.9
188858,"'Alphabetically first among the U.N.'s 6 official languages, it was a late addition to the list'",THE U.N.,Arabic,What is Arabic?,1,0.75
63362,"'Possess, or divide into 2 equal pieces'",HOMOPHONES,have/halve,"What is ""split""?",0,1.0
168640,'John Lingenfelter remodeled this iconic Chevy sports car to go 0-60 in under 2 seconds & even race an F-18',MUSCLE CARS,a Corvette,What is the Chevrolet Corvette?,1,0.9
146567,'Ann Landers was a big supporter of this program for parents who want to control their teenagers',"""LOVE"" IS A BATTLEFIELD",ToughLove,What is Tough Love?,1,0.95
107538,"'Von Rotbart is the evil, bird-like sorcerer in this classic 1877 ballet'",BALLET,Swan Lake,What is Swan Lake?,1,0.95
